7227.FBpp0088029 COG0003
7227.FBpp0086208 COG0501
7227.FBpp0100158 COG0501
7227.FBpp0088438 COG0503
7227.FBpp0075387 COG0504
7227.FBpp0076903 COG0506
7227.FBpp0077258 COG0507
7227.FBpp0073781 COG0508
7227.FBpp0079072 COG0508
7227.FBpp0081834 COG0508
7227.FBpp0078066 COG0509
7227.FBpp0073990 COG0510
7227.FBpp0293955 COG0510
7227.FBpp0070462 COG0513
7227.FBpp0071084 COG0513
7227.FBpp0072475 COG0513
7227.FBpp0073828 COG0513
7227.FBpp0074214 COG0513
7227.FBpp0074227 COG0513
7227.FBpp0075106 COG0513
7227.FBpp0076003 COG0513
7227.FBpp0076649 COG0513
7227.FBpp0076917 COG0513
7227.FBpp0077674 COG0513
7227.FBpp0078144 COG0513
7227.FBpp0078210 COG0513
7227.FBpp0078301 COG0513
7227.FBpp0078754 COG0513
7227.FBpp0079565 COG0513
7227.FBpp0080622 COG0513
7227.FBpp0080997 COG0513
7227.FBpp0081324 COG0513
7227.FBpp0081355 COG0513
7227.FBpp0081374 COG0513
7227.FBpp0083572 COG0513
7227.FBpp0085616 COG0513
7227.FBpp0087645 COG0513
7227.FBpp0087865 COG0513
7227.FBpp0112117 COG0513
7227.FBpp0292885 COG0513
7227.FBpp0292886 COG0513
7227.FBpp0293395 COG0513
7227.FBpp0297911 COG0513
7227.FBpp0300877 COG0513
7227.FBpp0301175 COG0513
7227.FBpp0306223 COG0513
7227.FBpp0075458 COG0514
7227.FBpp0076452 COG0514
7227.FBpp0081910 COG0514
7227.FBpp0072069 COG0515
7227.FBpp0072194 COG0515
7227.FBpp0073135 COG0515
7227.FBpp0073249 COG0515
7227.FBpp0073313 COG0515
7227.FBpp0073493 COG0515
7227.FBpp0074061 COG0515
7227.FBpp0074249 COG0515
7227.FBpp0077011 COG0515
7227.FBpp0078413 COG0515
7227.FBpp0078721 COG0515
7227.FBpp0079237 COG0515
7227.FBpp0079568 COG0515
7227.FBpp0080013 COG0515
7227.FBpp0080716 COG0515
7227.FBpp0080920 COG0515
7227.FBpp0081530 COG0515
7227.FBpp0082463 COG0515
7227.FBpp0082682 COG0515
7227.FBpp0083130 COG0515
7227.FBpp0083400 COG0515
7227.FBpp0084549 COG0515
7227.FBpp0085145 COG0515
7227.FBpp0085320 COG0515
7227.FBpp0086382 COG0515
7227.FBpp0086841 COG0515
7227.FBpp0086978 COG0515
7227.FBpp0087135 COG0515
7227.FBpp0087739 COG0515
7227.FBpp0088153 COG0515
7227.FBpp0111700 COG0515
7227.FBpp0112160 COG0515
7227.FBpp0112713 COG0515
7227.FBpp0288669 COG0515
7227.FBpp0289007 COG0515
7227.FBpp0291414 COG0515
7227.FBpp0292850 COG0515
7227.FBpp0293344 COG0515
7227.FBpp0293527 COG0515
7227.FBpp0300982 COG0515
7227.FBpp0302921 COG0515
7227.FBpp0303166 COG0515
7227.FBpp0304140 COG0515
7227.FBpp0304259 COG0515
7227.FBpp0304889 COG0515
7227.FBpp0305946 COG0515
7227.FBpp0306147 COG0515
7227.FBpp0304573 COG0516
7227.FBpp0290803 COG0517
7227.FBpp0290556 COG0519
7227.FBpp0076998 COG0520
7227.FBpp0076152 COG0522
7227.FBpp0086096 COG0522
7227.FBpp0070110 COG0524
7227.FBpp0075629 COG0524
7227.FBpp0079936 COG0524
7227.FBpp0082018 COG0524
7227.FBpp0088121 COG0524
7227.FBpp0076287 COG0525
7227.FBpp0305353 COG0525
7227.FBpp0070224 COG0526
7227.FBpp0070717 COG0526
7227.FBpp0070722 COG0526
7227.FBpp0072035 COG0526
7227.FBpp0072767 COG0526
7227.FBpp0073425 COG0526
7227.FBpp0074020 COG0526
7227.FBpp0075212 COG0526
7227.FBpp0075401 COG0526
7227.FBpp0075439 COG0526
7227.FBpp0076429 COG0526
7227.FBpp0077585 COG0526
7227.FBpp0079436 COG0526
7227.FBpp0080049 COG0526
7227.FBpp0080395 COG0526
7227.FBpp0081110 COG0526
7227.FBpp0081763 COG0526
7227.FBpp0081811 COG0526
7227.FBpp0084135 COG0526
7227.FBpp0085636 COG0526
7227.FBpp0087164 COG0526
7227.FBpp0290637 COG0526
7227.FBpp0292397 COG0526
7227.FBpp0304379 COG0526
7227.FBpp0304761 COG0526
7227.FBpp0074657 COG0529
7227.FBpp0087214 COG0530
7227.FBpp0087785 COG0530
7227.FBpp0290031 COG0530
7227.FBpp0290356 COG0530
7227.FBpp0291612 COG0530
7227.FBpp0292911 COG0530
7227.FBpp0293861 COG0530
7227.FBpp0297866 COG0530
7227.FBpp0297867 COG0530
7227.FBpp0304720 COG0530
7227.FBpp0304871 COG0530
7227.FBpp0070226 COG0531
7227.FBpp0072046 COG0531
7227.FBpp0073761 COG0531
7227.FBpp0074557 COG0531
7227.FBpp0075379 COG0531
7227.FBpp0077892 COG0531
7227.FBpp0078206 COG0531
7227.FBpp0078411 COG0531
7227.FBpp0080630 COG0531
7227.FBpp0084502 COG0531
7227.FBpp0085146 COG0531
7227.FBpp0088925 COG0531
7227.FBpp0099766 COG0531
7227.FBpp0271785 COG0531
7227.FBpp0303022 COG0531
7227.FBpp0305974 COG0531
7227.FBpp0084662 COG0532
7227.FBpp0301570 COG0532
7227.FBpp0075139 COG0533
7227.FBpp0301156 COG0533
7227.FBpp0079327 COG0536
7227.FBpp0080855 COG0536
7227.FBpp0072385 COG0537
7227.FBpp0077402 COG0537
7227.FBpp0077490 COG0537
7227.FBpp0099426 COG0537
7227.FBpp0305272 COG0538
7227.FBpp0084016 COG0539
7227.FBpp0076872 COG0541
7227.FBpp0074465 COG0543
7227.FBpp0075810 COG0543
7227.FBpp0085713 COG0543
7227.FBpp0072146 COG0545
7227.FBpp0079468 COG0545
7227.FBpp0081899 COG0545
7227.FBpp0082574 COG0545
7227.FBpp0085703 COG0545
7227.FBpp0085842 COG0545
7227.FBpp0086683 COG0545
7227.FBpp0297155 COG0545
7227.FBpp0070891 COG0550
7227.FBpp0080787 COG0550
7227.FBpp0073336 COG0552
7227.FBpp0071529 COG0553
7227.FBpp0072192 COG0553
7227.FBpp0073296 COG0553
7227.FBpp0074766 COG0553
7227.FBpp0077357 COG0553
7227.FBpp0078631 COG0553
7227.FBpp0083185 COG0553
7227.FBpp0083186 COG0553
7227.FBpp0083701 COG0553
7227.FBpp0084212 COG0553
7227.FBpp0086954 COG0553
7227.FBpp0087148 COG0553
7227.FBpp0099808 COG0553
7227.FBpp0111979 COG0553
7227.FBpp0289115 COG0553
7227.FBpp0297122 COG0553
7227.FBpp0304173 COG0553
7227.FBpp0305757 COG0553
7227.FBpp0070511 COG0554
7227.FBpp0072428 COG0554
7227.FBpp0072650 COG0554
7227.FBpp0072857 COG0554
7227.FBpp0073139 COG0554
7227.FBpp0076890 COG0554
7227.FBpp0078469 COG0554
7227.FBpp0083906 COG0554
7227.FBpp0085042 COG0554
7227.FBpp0088021 COG0554
7227.FBpp0289964 COG0554
7227.FBpp0297145 COG0554
7227.FBpp0072388 COG0557
7227.FBpp0083989 COG0557
7227.FBpp0073874 COG0558
7227.FBpp0084303 COG0558
7227.FBpp0076185 COG0560
7227.FBpp0075693 COG0561
7227.FBpp0072072 COG0563
7227.FBpp0075750 COG0563
7227.FBpp0081807 COG0563
7227.FBpp0084349 COG0563
7227.FBpp0304516 COG0563
7227.FBpp0079629 COG0564
7227.FBpp0293072 COG0564
7227.FBpp0074739 COG0566
7227.FBpp0083613 COG0566
7227.FBpp0072631 COG0567
7227.FBpp0085117 COG0567
7227.FBpp0305416 COG0567
7227.FBpp0078415 COG0571
7227.FBpp0083717 COG0571
7227.FBpp0086061 COG0571
7227.FBpp0087926 COG0571
7227.FBpp0072927 COG0572
7227.FBpp0086069 COG0572
7227.FBpp0089035 COG0572
7227.FBpp0113001 COG0572
7227.FBpp0288805 COG0572
7227.FBpp0076411 COG0575
7227.FBpp0086795 COG0576
7227.FBpp0086442 COG0578
7227.FBpp0087981 COG0578
7227.FBpp0294018 COG0578
7227.FBpp0080728 COG0579
7227.FBpp0071980 COG0580
7227.FBpp0072016 COG0580
7227.FBpp0079519 COG0580
7227.FBpp0293611 COG0580
7227.FBpp0297290 COG0580
7227.FBpp0297476 COG0580
7227.FBpp0303808 COG0580
7227.FBpp0071495 COG0584
7227.FBpp0074812 COG0584
7227.FBpp0074813 COG0584
7227.FBpp0077226 COG0584
7227.FBpp0082033 COG0584
7227.FBpp0082742 COG0584
7227.FBpp0076346 COG0585
7227.FBpp0082089 COG0588
7227.FBpp0083616 COG0588
7227.FBpp0084753 COG0588
7227.FBpp0082851 COG0590
7227.FBpp0085884 COG0590
7227.FBpp0071015 COG0591
7227.FBpp0072737 COG0591
7227.FBpp0073268 COG0591
7227.FBpp0079253 COG0591
7227.FBpp0081881 COG0591
7227.FBpp0083083 COG0591
7227.FBpp0083093 COG0591
7227.FBpp0085219 COG0591
7227.FBpp0085220 COG0591
7227.FBpp0085617 COG0591
7227.FBpp0111451 COG0591
7227.FBpp0288579 COG0591
7227.FBpp0289330 COG0591
7227.FBpp0290137 COG0591
7227.FBpp0300177 COG0591
7227.FBpp0300178 COG0591
7227.FBpp0080803 COG0592
7227.FBpp0085619 COG0592
7227.FBpp0072791 COG0596
7227.FBpp0072792 COG0596
7227.FBpp0072793 COG0596
7227.FBpp0077205 COG0596
7227.FBpp0077681 COG0596
7227.FBpp0077854 COG0596
7227.FBpp0077995 COG0596
7227.FBpp0078061 COG0596
7227.FBpp0079683 COG0596
7227.FBpp0079684 COG0596
7227.FBpp0079688 COG0596
7227.FBpp0079693 COG0596
7227.FBpp0079712 COG0596
7227.FBpp0079713 COG0596
7227.FBpp0081901 COG0596
7227.FBpp0082113 COG0596
7227.FBpp0082239 COG0596
7227.FBpp0083686 COG0596
7227.FBpp0084315 COG0596
7227.FBpp0084316 COG0596
7227.FBpp0085804 COG0596
7227.FBpp0085807 COG0596
7227.FBpp0086532 COG0596
7227.FBpp0087910 COG0596
7227.FBpp0088908 COG0596
7227.FBpp0099523 COG0596
7227.FBpp0110078 COG0596
7227.FBpp0289157 COG0596
7227.FBpp0290029 COG0596
7227.FBpp0290352 COG0596
7227.FBpp0290373 COG0596
7227.FBpp0292475 COG0596
7227.FBpp0292848 COG0596
7227.FBpp0292849 COG0596
7227.FBpp0300551 COG0596
7227.FBpp0303791 COG0596
7227.FBpp0304062 COG0596
7227.FBpp0306036 COG0596
7227.FBpp0077340 COG0604
7227.FBpp0086748 COG0604
7227.FBpp0088031 COG0604
7227.FBpp0086226 COG0605
7227.FBpp0082125 COG0607
7227.FBpp0083925 COG0607
7227.FBpp0292525 COG0607
7227.FBpp0075069 COG0612
7227.FBpp0082459 COG0612
7227.FBpp0087958 COG0612
7227.FBpp0072621 COG0615
7227.FBpp0072625 COG0615
7227.FBpp0080020 COG0615
7227.FBpp0290789 COG0617
7227.FBpp0081735 COG0621
7227.FBpp0086116 COG0621
7227.FBpp0077625 COG0622
7227.FBpp0081799 COG0624
7227.FBpp0083741 COG0624
7227.FBpp0083743 COG0624
7227.FBpp0083744 COG0624
7227.FBpp0083745 COG0624
7227.FBpp0083746 COG0624
7227.FBpp0085374 COG0624
7227.FBpp0071968 COG0625
7227.FBpp0071969 COG0625
7227.FBpp0072341 COG0625
7227.FBpp0073609 COG0625
7227.FBpp0081520 COG0625
7227.FBpp0081522 COG0625
7227.FBpp0082041 COG0625
7227.FBpp0082042 COG0625
7227.FBpp0082043 COG0625
7227.FBpp0082044 COG0625
7227.FBpp0082045 COG0625
7227.FBpp0082046 COG0625
7227.FBpp0082047 COG0625
7227.FBpp0082078 COG0625
7227.FBpp0082079 COG0625
7227.FBpp0084761 COG0625
7227.FBpp0085850 COG0625
7227.FBpp0085851 COG0625
7227.FBpp0085852 COG0625
7227.FBpp0085853 COG0625
7227.FBpp0085854 COG0625
7227.FBpp0085855 COG0625
7227.FBpp0085856 COG0625
7227.FBpp0085857 COG0625
7227.FBpp0085858 COG0625
7227.FBpp0085876 COG0625
7227.FBpp0085905 COG0625
7227.FBpp0086857 COG0625
7227.FBpp0087548 COG0625
7227.FBpp0087549 COG0625
7227.FBpp0099824 COG0625
7227.FBpp0113057 COG0625
7227.FBpp0289447 COG0625
7227.FBpp0290855 COG0625
7227.FBpp0291657 COG0625
7227.FBpp0085889 COG0626
7227.FBpp0083245 COG0627
7227.FBpp0099503 COG0629
7227.FBpp0070653 COG0631
7227.FBpp0071021 COG0631
7227.FBpp0072452 COG0631
7227.FBpp0072956 COG0631
7227.FBpp0079146 COG0631
7227.FBpp0080672 COG0631
7227.FBpp0084399 COG0631
7227.FBpp0084810 COG0631
7227.FBpp0084904 COG0631
7227.FBpp0085427 COG0631
7227.FBpp0298274 COG0631
7227.FBpp0305592 COG0631
7227.FBpp0289999 COG0633
7227.FBpp0292527 COG0633
7227.FBpp0075822 COG0636
7227.FBpp0079709 COG0636
7227.FBpp0082464 COG0636
7227.FBpp0085134 COG0636
7227.FBpp0085483 COG0636
7227.FBpp0086218 COG0636
7227.FBpp0288461 COG0636
7227.FBpp0291555 COG0636
7227.FBpp0077143 COG0637
7227.FBpp0077609 COG0637
7227.FBpp0077611 COG0637
7227.FBpp0077612 COG0637
7227.FBpp0077613 COG0637
7227.FBpp0070782 COG0638
7227.FBpp0071451 COG0638
7227.FBpp0071954 COG0638
7227.FBpp0072257 COG0638
7227.FBpp0073989 COG0638
7227.FBpp0075119 COG0638
7227.FBpp0075382 COG0638
7227.FBpp0077381 COG0638
7227.FBpp0078473 COG0638
7227.FBpp0079538 COG0638
7227.FBpp0080028 COG0638
7227.FBpp0080490 COG0638
7227.FBpp0080578 COG0638
7227.FBpp0081488 COG0638
7227.FBpp0083336 COG0638
7227.FBpp0085100 COG0638
7227.FBpp0086066 COG0638
7227.FBpp0087319 COG0638
7227.FBpp0087969 COG0638
7227.FBpp0089041 COG0638
7227.FBpp0291433 COG0638
7227.FBpp0304788 COG0638
7227.FBpp0070883 COG0639
7227.FBpp0071381 COG0639
7227.FBpp0071650 COG0639
7227.FBpp0071719 COG0639
7227.FBpp0073834 COG0639
7227.FBpp0074602 COG0639
7227.FBpp0077016 COG0639
7227.FBpp0077344 COG0639
7227.FBpp0079148 COG0639
7227.FBpp0081606 COG0639
7227.FBpp0082067 COG0639
7227.FBpp0084026 COG0639
7227.FBpp0085094 COG0639
7227.FBpp0085996 COG0639
7227.FBpp0291347 COG0639
7227.FBpp0291546 COG0639
7227.FBpp0293728 COG0639
7227.FBpp0301546 COG0639
7227.FBpp0302590 COG0639
7227.FBpp0111805 COG0642
7227.FBpp0080731 COG0646
7227.FBpp0080732 COG0646
7227.FBpp0071687 COG0647
7227.FBpp0072877 COG0647
7227.FBpp0072878 COG0647
7227.FBpp0073413 COG0647
7227.FBpp0073436 COG0647
7227.FBpp0074927 COG0647
7227.FBpp0074928 COG0647
7227.FBpp0079267 COG0647
7227.FBpp0271787 COG0647
7227.FBpp0271773 COG0649
7227.FBpp0305832 COG0649
7227.FBpp0070779 COG0652
7227.FBpp0071844 COG0652
7227.FBpp0072201 COG0652
7227.FBpp0072463 COG0652
7227.FBpp0073225 COG0652
7227.FBpp0074017 COG0652
7227.FBpp0075479 COG0652
7227.FBpp0075761 COG0652
7227.FBpp0076113 COG0652
7227.FBpp0077688 COG0652
7227.FBpp0084113 COG0652
7227.FBpp0084258 COG0652
7227.FBpp0084655 COG0652
7227.FBpp0085477 COG0652
7227.FBpp0086101 COG0652
7227.FBpp0086323 COG0652
7227.FBpp0087366 COG0652
7227.FBpp0087717 COG0652
7227.FBpp0078759 COG0654
7227.FBpp0088005 COG0654
7227.FBpp0073028 COG0656
7227.FBpp0073029 COG0656
7227.FBpp0075868 COG0656
7227.FBpp0075869 COG0656
7227.FBpp0083729 COG0656
7227.FBpp0085467 COG0656
7227.FBpp0088362 COG0656
7227.FBpp0288764 COG0656
7227.FBpp0291022 COG0656
7227.FBpp0078895 COG0657
7227.FBpp0085582 COG0657
7227.FBpp0074919 COG0659
7227.FBpp0075781 COG0659
7227.FBpp0082560 COG0659
7227.FBpp0082619 COG0659
7227.FBpp0084970 COG0659
7227.FBpp0085026 COG0659
7227.FBpp0085041 COG0659
7227.FBpp0088515 COG0659
7227.FBpp0293017 COG0659
7227.FBpp0072227 COG0661
7227.FBpp0073530 COG0661
7227.FBpp0073531 COG0661
7227.FBpp0075892 COG0661
7227.FBpp0071077 COG0664
7227.FBpp0077706 COG0664
7227.FBpp0079533 COG0664
7227.FBpp0087524 COG0664
7227.FBpp0088350 COG0664
7227.FBpp0289355 COG0664
7227.FBpp0291777 COG0664
7227.FBpp0078967 COG0665
7227.FBpp0087351 COG0665
7227.FBpp0072323 COG0666
7227.FBpp0072423 COG0666
7227.FBpp0072557 COG0666
7227.FBpp0072675 COG0666
7227.FBpp0073304 COG0666
7227.FBpp0074473 COG0666
7227.FBpp0074816 COG0666
7227.FBpp0075275 COG0666
7227.FBpp0075785 COG0666
7227.FBpp0076095 COG0666
7227.FBpp0076526 COG0666
7227.FBpp0077370 COG0666
7227.FBpp0077962 COG0666
7227.FBpp0078645 COG0666
7227.FBpp0078668 COG0666
7227.FBpp0079487 COG0666
7227.FBpp0079586 COG0666
7227.FBpp0080287 COG0666
7227.FBpp0080402 COG0666
7227.FBpp0080686 COG0666
7227.FBpp0081017 COG0666
7227.FBpp0081250 COG0666
7227.FBpp0082855 COG0666
7227.FBpp0084091 COG0666
7227.FBpp0084264 COG0666
7227.FBpp0084688 COG0666
7227.FBpp0085558 COG0666
7227.FBpp0086903 COG0666
7227.FBpp0087345 COG0666
7227.FBpp0087866 COG0666
7227.FBpp0088238 COG0666
7227.FBpp0088375 COG0666
7227.FBpp0111700 COG0666
7227.FBpp0111842 COG0666
7227.FBpp0112103 COG0666
7227.FBpp0112148 COG0666
7227.FBpp0112713 COG0666
7227.FBpp0288938 COG0666
7227.FBpp0289319 COG0666
7227.FBpp0290110 COG0666
7227.FBpp0290120 COG0666
7227.FBpp0290307 COG0666
7227.FBpp0291845 COG0666
7227.FBpp0292244 COG0666
7227.FBpp0292547 COG0666
7227.FBpp0293023 COG0666
7227.FBpp0293383 COG0666
7227.FBpp0293495 COG0666
7227.FBpp0293580 COG0666
7227.FBpp0300535 COG0666
7227.FBpp0301175 COG0666
7227.FBpp0303962 COG0666
7227.FBpp0304207 COG0666
7227.FBpp0081978 COG0667
7227.FBpp0081980 COG0667
7227.FBpp0297636 COG0667
7227.FBpp0300312 COG0667
7227.FBpp0082367 COG0670
7227.FBpp0086926 COG0670
7227.FBpp0088816 COG0670
7227.FBpp0111643 COG0670
7227.FBpp0293655 COG0670
7227.FBpp0300171 COG0670
7227.FBpp0078156 COG0671
7227.FBpp0078157 COG0671
7227.FBpp0078158 COG0671
7227.FBpp0078159 COG0671
7227.FBpp0078160 COG0671
7227.FBpp0078338 COG0671
7227.FBpp0087590 COG0671
7227.FBpp0087635 COG0671
7227.FBpp0077468 COG0673
7227.FBpp0077569 COG0673
7227.FBpp0080485 COG0673
7227.FBpp0303517 COG0673
7227.FBpp0080153 COG0676
7227.FBpp0100079 COG0678
7227.FBpp0073876 COG0681
7227.FBpp0081185 COG0681
7227.FBpp0085545 COG0681
7227.FBpp0075903 COG0685
7227.FBpp0083921 COG0688
7227.FBpp0074687 COG0689
7227.FBpp0080062 COG0689
7227.FBpp0081725 COG0689
7227.FBpp0085065 COG0693
7227.FBpp0086741 COG0693
7227.FBpp0070051 COG0694
7227.FBpp0070054 COG0694
7227.FBpp0077066 COG0694
7227.FBpp0071631 COG0695
7227.FBpp0300970 COG0695
7227.FBpp0112455 COG0696
7227.FBpp0073002 COG0697
7227.FBpp0075039 COG0697
7227.FBpp0078648 COG0697
7227.FBpp0081867 COG0697
7227.FBpp0081982 COG0697
7227.FBpp0082903 COG0697
7227.FBpp0086486 COG0697
7227.FBpp0112171 COG0697
7227.FBpp0271784 COG0697
7227.FBpp0070873 COG0699
7227.FBpp0077424 COG0699
7227.FBpp0083791 COG0699
7227.FBpp0086700 COG0699
7227.FBpp0305866 COG0699
7227.FBpp0077859 COG0702
7227.FBpp0072574 COG0705
7227.FBpp0072596 COG0705
7227.FBpp0073366 COG0705
7227.FBpp0079942 COG0705
7227.FBpp0087151 COG0705
7227.FBpp0088796 COG0705
7227.FBpp0305409 COG0705
7227.FBpp0076001 COG0706
7227.FBpp0076251 COG0706
7227.FBpp0288680 COG0708
7227.FBpp0079588 COG0709
7227.FBpp0086691 COG0709
7227.FBpp0082522 COG0712
7227.FBpp0088417 COG0720
7227.FBpp0077580 COG0723
7227.FBpp0081601 COG0724
7227.FBpp0083075 COG0724
7227.FBpp0083976 COG0724
7227.FBpp0111476 COG0724
7227.FBpp0290611 COG0724
7227.FBpp0293269 COG0724
7227.FBpp0300515 COG0724
7227.FBpp0303792 COG0724
7227.FBpp0070763 COG0733
7227.FBpp0072269 COG0733
7227.FBpp0074994 COG0733
7227.FBpp0076158 COG0733
7227.FBpp0077136 COG0733
7227.FBpp0079102 COG0733
7227.FBpp0079124 COG0733
7227.FBpp0079126 COG0733
7227.FBpp0079130 COG0733
7227.FBpp0080247 COG0733
7227.FBpp0086271 COG0733
7227.FBpp0086433 COG0733
7227.FBpp0087080 COG0733
7227.FBpp0087558 COG0733
7227.FBpp0088910 COG0733
7227.FBpp0112979 COG0733
7227.FBpp0289933 COG0733
7227.FBpp0290086 COG0733
7227.FBpp0290385 COG0733
7227.FBpp0291680 COG0733
7227.FBpp0291681 COG0733
7227.FBpp0293407 COG0733
7227.FBpp0086082 COG0737
7227.FBpp0086083 COG0737
7227.FBpp0086085 COG0737
7227.FBpp0111976 COG0737
7227.FBpp0288788 COG0737
7227.FBpp0304498 COG0740
7227.FBpp0076412 COG0749
7227.FBpp0080148 COG0749
7227.FBpp0082131 COG0749
7227.FBpp0087169 COG0750
7227.FBpp0074825 COG0753
7227.FBpp0079333 COG0753
7227.FBpp0079746 COG0756
7227.FBpp0072418 COG0760
7227.FBpp0076894 COG0760
7227.FBpp0084190 COG0760
7227.FBpp0071160 COG0775
7227.FBpp0075964 COG0778
7227.FBpp0110448 COG0790
7227.FBpp0302807 COG0790
7227.FBpp0072573 COG0799
7227.FBpp0071539 COG0814
7227.FBpp0072724 COG0814
7227.FBpp0074157 COG0814
7227.FBpp0075928 COG0814
7227.FBpp0075931 COG0814
7227.FBpp0076156 COG0814
7227.FBpp0079271 COG0814
7227.FBpp0084126 COG0814
7227.FBpp0086703 COG0814
7227.FBpp0086994 COG0814
7227.FBpp0087294 COG0814
7227.FBpp0087743 COG0814
7227.FBpp0288459 COG0814
7227.FBpp0289425 COG0814
7227.FBpp0302706 COG0814
7227.FBpp0081412 COG0822
7227.FBpp0100181 COG0838
7227.FBpp0100176 COG0843
7227.FBpp0070817 COG0846
7227.FBpp0080015 COG0846
7227.FBpp0083290 COG0846
7227.FBpp0084733 COG0846
7227.FBpp0293897 COG0846
7227.FBpp0075516 COG0847
7227.FBpp0076685 COG0847
7227.FBpp0077327 COG0847
7227.FBpp0087735 COG0847
7227.FBpp0099868 COG0847
7227.FBpp0301696 COG0847
7227.FBpp0072975 COG0852
7227.FBpp0081703 COG1003
7227.FBpp0076647 COG1004
7227.FBpp0100187 COG1005
7227.FBpp0100175 COG1007
7227.FBpp0100182 COG1007
7227.FBpp0100183 COG1008
7227.FBpp0070645 COG1011
7227.FBpp0070775 COG1011
7227.FBpp0072460 COG1011
7227.FBpp0073554 COG1012
7227.FBpp0074784 COG1012
7227.FBpp0075512 COG1012
7227.FBpp0078099 COG1012
7227.FBpp0079406 COG1012
7227.FBpp0081045 COG1012
7227.FBpp0082810 COG1012
7227.FBpp0082812 COG1012
7227.FBpp0083538 COG1012
7227.FBpp0083545 COG1012
7227.FBpp0084265 COG1012
7227.FBpp0085284 COG1012
7227.FBpp0088689 COG1012
7227.FBpp0290886 COG1012
7227.FBpp0300160 COG1012
7227.FBpp0300161 COG1012
7227.FBpp0300518 COG1012
7227.FBpp0076826 COG1019
7227.FBpp0083505 COG1020
7227.FBpp0088615 COG1020
7227.FBpp0074844 COG1022
7227.FBpp0080167 COG1022
7227.FBpp0080168 COG1022
7227.FBpp0305216 COG1022
7227.FBpp0070285 COG1024
7227.FBpp0072484 COG1024
7227.FBpp0077914 COG1024
7227.FBpp0079454 COG1024
7227.FBpp0079474 COG1024
7227.FBpp0082063 COG1024
7227.FBpp0082547 COG1024
7227.FBpp0084569 COG1024
7227.FBpp0086769 COG1024
7227.FBpp0086993 COG1024
7227.FBpp0304022 COG1024
7227.FBpp0304781 COG1024
7227.FBpp0073438 COG1025
7227.FBpp0077942 COG1025
7227.FBpp0271781 COG1025
7227.FBpp0085413 COG1026
7227.FBpp0070179 COG1028
7227.FBpp0071071 COG1028
7227.FBpp0071131 COG1028
7227.FBpp0071183 COG1028
7227.FBpp0071184 COG1028
7227.FBpp0071206 COG1028
7227.FBpp0073324 COG1028
7227.FBpp0073450 COG1028
7227.FBpp0075142 COG1028
7227.FBpp0075184 COG1028
7227.FBpp0076882 COG1028
7227.FBpp0077075 COG1028
7227.FBpp0077552 COG1028
7227.FBpp0078356 COG1028
7227.FBpp0078357 COG1028
7227.FBpp0078385 COG1028
7227.FBpp0078386 COG1028
7227.FBpp0079172 COG1028
7227.FBpp0079408 COG1028
7227.FBpp0083003 COG1028
7227.FBpp0083009 COG1028
7227.FBpp0083500 COG1028
7227.FBpp0083754 COG1028
7227.FBpp0083755 COG1028
7227.FBpp0084585 COG1028
7227.FBpp0084910 COG1028
7227.FBpp0085611 COG1028
7227.FBpp0087993 COG1028
7227.FBpp0087994 COG1028
7227.FBpp0087995 COG1028
7227.FBpp0087996 COG1028
7227.FBpp0087997 COG1028
7227.FBpp0099544 COG1028
7227.FBpp0099973 COG1028
7227.FBpp0100048 COG1028
7227.FBpp0110508 COG1028
7227.FBpp0110515 COG1028
7227.FBpp0291239 COG1028
7227.FBpp0291423 COG1028
7227.FBpp0297622 COG1028
7227.FBpp0300159 COG1028
7227.FBpp0302621 COG1028
7227.FBpp0303794 COG1028
7227.FBpp0303812 COG1028
7227.FBpp0304769 COG1028
7227.FBpp0071128 COG1034
7227.FBpp0087539 COG1038
7227.FBpp0078565 COG1041
7227.FBpp0081736 COG1048
7227.FBpp0081812 COG1048
7227.FBpp0083720 COG1048
7227.FBpp0289654 COG1048
7227.FBpp0078370 COG1052
7227.FBpp0080950 COG1052
7227.FBpp0080951 COG1052
7227.FBpp0080952 COG1052
7227.FBpp0075801 COG1053
7227.FBpp0085736 COG1053
7227.FBpp0072766 COG1055
7227.FBpp0075606 COG1055
7227.FBpp0077085 COG1055
7227.FBpp0077087 COG1055
7227.FBpp0085285 COG1055
7227.FBpp0084124 COG1057
7227.FBpp0075982 COG1061
7227.FBpp0081767 COG1062
7227.FBpp0081141 COG1063
7227.FBpp0081800 COG1063
7227.FBpp0271767 COG1063
7227.FBpp0082813 COG1070
7227.FBpp0304042 COG1070
7227.FBpp0081545 COG1071
7227.FBpp0077328 COG1073
7227.FBpp0085764 COG1073
7227.FBpp0112956 COG1073
7227.FBpp0071170 COG1075
7227.FBpp0079801 COG1075
7227.FBpp0111355 COG1076
7227.FBpp0288723 COG1078
7227.FBpp0074680 COG1083
7227.FBpp0087637 COG1084
7227.FBpp0078951 COG1085
7227.FBpp0072455 COG1087
7227.FBpp0078685 COG1089
7227.FBpp0086984 COG1090
7227.FBpp0074075 COG1093
7227.FBpp0076990 COG1094
7227.FBpp0077694 COG1094
7227.FBpp0082590 COG1095
7227.FBpp0082591 COG1095
7227.FBpp0303920 COG1095
7227.FBpp0079813 COG1096
7227.FBpp0072020 COG1097
7227.FBpp0077551 COG1097
7227.FBpp0070098 COG1100
7227.FBpp0070558 COG1100
7227.FBpp0072086 COG1100
7227.FBpp0072476 COG1100
